tempmax,temp,humidity,precip,precipprob,precipcover,snowdepth,windspeed,cloudcover,Class
27.1,22.0,49.0,0.0,4.8,0.0,0.0,14.8,2.2,0
27.6,20.3,38.9,0.0,9.5,0.0,0.0,14.0,18.7,0
29.8,22.7,69.5,0.0,14.3,0.0,0.0,11.2,7.2,0
29.4,25.3,51.2,0.0,14.3,0.0,0.0,13.9,99.5,0
29.5,21.9,47.3,0.0,0.0,0.0,0.0,11.9,0.0,0
30.8,25.7,40.1,0.0,0.0,0.0,0.0,7.9,92.4,0
25.7,20.8,31.0,0.0,0.0,0.0,0.0,9.0,96.8,0
26.6,20.5,56.2,0.0,0.0,0.0,0.0,21.6,0.0,0
24.4,19.0,45.1,0.0,0.0,0.0,0.0,10.8,18.6,0
29.5,25.1,82.3,9.2,100.0,79.17,0.0,15.1,67.0,1
27.226932400487517,26.239110333739596,83.7557365982937,12.304668242615907,84.54309634105233,33.33,0.0,22.975644133495837,99.64871173300831,1
27.6,23.0,82.6,60.2,100.0,41.67,0.0,28.8,59.0,1
26.4,20.3,36.1,0.0,0.0,0.0,0.0,10.4,0.0,0
29.724206063727966,26.06547636176322,84.86587153138542,8.93452363823678,100.0,58.33,0.0,16.19364850982372,75.44683144896715,1
26.3,21.5,86.3,0.4,19.0,16.67,0.0,20.2,79.4,0
29.5,25.3,63.3,5.5,90.5,33.33,0.0,21.6,58.4,0
29.1,23.1,64.9,0.0,28.6,0.0,0.0,9.4,31.7,0
29.0,23.2,43.2,0.0,4.8,0.0,0.0,16.9,0.2,0
27.7,20.9,38.2,0.0,4.8,0.0,0.0,12.6,0.4,0
28.9,24.1,60.1,0.2,14.3,4.17,0.0,11.5,60.6,0
28.0,25.2,66.5,2.3,9.5,37.5,0.0,11.9,89.4,0
27.5,18.2,34.2,0.0,0.0,0.0,0.0,7.2,6.8,0
28.43700155422226,26.613663040148055,81.60132918874064,27.5383307429629,90.5,92.1830882185487,0.0,36.46491451777558,96.3273260802961,1
26.2,22.2,21.9,0.0,4.8,0.0,0.0,11.9,0.0,0
28.3,22.4,38.2,0.0,14.3,0.0,0.0,20.9,23.6,0
25.9,19.8,25.4,0.0,0.0,0.0,0.0,7.9,0.0,0
20.836590780889612,17.590247840646988,77.42434003175087,16.52431984843505,76.31702591223612,37.601666261255126,0.0,29.482933721132234,82.02444094833,1
26.5,19.4,23.1,0.0,0.0,0.0,0.0,9.7,0.0,0
23.58564459856203,19.53923344892152,79.33312563978079,60.99358065053046,88.19465054210872,40.78243492382726,0.0,35.640926421157396,52.0111457267032,1
27.7,21.0,38.5,0.0,0.0,0.0,0.0,10.1,1.6,0
25.2,19.1,42.7,0.0,0.0,0.0,0.0,10.8,4.0,0
28.712134145894225,26.50851995634529,79.01084256864681,9.565576496267477,63.75774389662492,33.33,0.04939453535370754,11.298021066049849,47.88227273060669,1
30.7,25.6,62.2,4.3,52.4,37.5,0.0,20.5,81.8,0
-3.3,-4.8,74.3,3.8,42.9,50.0,7.3,13.7,100.0,1
29.7,26.2,76.8,1.6,47.6,16.67,0.0,13.0,26.9,0
27.8,24.3,87.1,13.2,90.5,91.67,0.0,14.0,86.0,1
28.6,22.3,38.4,0.0,0.0,0.0,0.0,8.3,1.5,0
29.2,25.4,63.3,0.0,0.0,0.0,0.0,16.2,55.7,0
29.458995589713762,25.633057333721073,81.97196471771011,10.143101436583436,100.0,75.75023218212789,0.0,14.648951486851399,65.85187651198538,1
22.5,19.6,41.4,0.0,14.3,0.0,0.0,13.3,88.6,0
28.086278428867956,26.275563802060944,83.29849652783749,20.10526215256881,100.0,96.8840774519461,0.05785299289455375,21.776315538142203,79.46033875876638,1
29.2,26.1,77.7,0.9,71.4,29.17,0.0,16.9,75.3,0
27.3,19.8,28.2,0.0,0.0,0.0,0.0,11.9,10.2,0
25.6,20.7,83.6,0.1,33.3,4.17,0.0,21.6,68.3,0
29.6,25.3,52.2,0.0,0.0,0.0,0.0,17.3,0.2,0
28.5,22.7,57.4,0.0,0.0,0.0,0.0,16.2,80.6,0
29.3,24.6,80.1,7.9,23.8,25.0,0.0,10.0,15.5,0
29.4,22.9,40.9,0.0,0.0,0.0,0.0,9.7,0.7,0
32.1,26.3,75.1,0.5,47.6,16.67,0.0,22.3,57.1,0
28.0,21.4,28.4,0.0,0.0,0.0,0.0,10.4,40.4,0
29.2,25.4,79.8,11.9,33.3,33.33,0.0,10.1,18.7,1
31.4,23.6,40.9,0.0,14.3,0.0,0.0,11.5,22.7,0
29.2,23.3,46.4,0.0,0.0,0.0,0.0,9.0,23.9,0
25.3,19.3,31.3,0.0,0.0,0.0,0.0,11.5,0.0,0
29.2,24.3,73.2,0.0,33.3,0.0,0.0,11.9,60.2,0
29.6,22.7,58.5,0.0,28.6,0.0,0.0,10.1,60.8,0
27.3,20.0,41.7,0.0,0.0,0.0,0.0,11.2,26.8,0
28.8,25.1,75.3,0.0,38.1,0.0,0.0,7.6,61.1,0
25.3,20.0,47.2,0.0,0.0,0.0,0.0,9.7,40.3,0
28.5,22.6,34.9,0.0,0.0,0.0,0.0,6.5,0.0,0
26.1,19.5,26.7,0.0,0.0,0.0,0.0,10.8,0.2,0
27.1,24.4,57.5,0.0,23.8,0.0,0.0924258289703316,18.4,17.0,0
28.7,23.9,46.0,0.0,0.0,0.0,0.0,9.2,74.4,0
25.9,19.0,41.4,0.0,0.0,0.0,0.0,9.7,14.5,0
29.7,25.8,85.2,3.8,52.4,33.33,0.0,16.6,57.2,0
28.641769082404075,25.173710070584303,84.9685503529215,8.806633740968001,89.23808338804649,57.23633893630696,0.0,11.740786400200601,74.50982809422385,1
28.0,23.4,84.0,8.3,100.0,45.83,0.0,13.3,84.6,1
28.4,21.5,33.5,0.0,9.5,0.0,0.0,13.7,15.1,0
25.9,18.8,26.5,0.0,0.0,0.0,0.0,13.3,0.0,0
26.6,19.6,61.0,0.0,0.0,0.0,0.0,6.1,0.0,0
28.398632803517298,25.6082031788962,90.44257774772662,22.2917968211038,100.0,87.55701209332858,0.0012636426827884403,13.295898410551901,96.0232423402059,1
30.6,25.8,53.6,0.0,9.5,0.0,0.0,16.9,57.0,0
28.9,21.8,49.3,0.0,0.0,0.0,0.0,10.8,0.0,0
22.600591232077637,18.03630744068037,68.37261488136073,9.824993269890427,44.21488848369405,23.163227649789008,0.0,30.703574312904102,74.8666756401461,1
28.09762247257604,26.851188763711978,80.74247116315748,22.459582033792742,90.5,95.86800800573593,0.04657915605693056,35.07305468919516,95.59286741772813,1
28.2,24.8,46.3,0.0,0.0,0.0,0.0,16.6,58.6,0
28.7,22.6,46.7,0.0,0.0,0.0,0.0,7.6,68.1,0
29.6,24.1,52.9,0.0,0.0,0.0,0.0,17.3,0.0,0
28.446939177312927,26.96163243876644,80.21918378061677,10.05755134185034,83.29143494669842,85.01799776865555,0.06488667966202147,20.810202742290247,68.0702040548458,1
26.5,19.0,31.2,0.0,0.0,0.0,0.0,11.5,30.8,0
27.1,23.0,76.1,0.0,28.6,0.0,0.0,10.1,63.8,0
29.6,24.7,67.5,0.1,14.3,4.17,0.0,23.4,95.5,0
20.8,17.1,66.5,6.8,47.6,29.17,0.0,32.0,78.9,1
29.1,22.9,38.6,0.0,0.0,0.0,0.0,10.1,66.5,0
26.7,19.1,24.8,0.0,0.0,0.0,0.0,8.3,0.0,0
28.9,23.8,72.9,3.5,81.0,62.5,0.0,18.0,99.3,1
25.0,20.4,26.5,0.0,4.8,0.0,0.0,14.8,99.4,0
31.9,22.8,41.8,0.0,4.8,0.0,0.0,7.2,0.5,0
31.77373893309701,26.10303097132729,81.82121679929104,8.709092913981873,55.58081855079423,22.307493303854447,0.0,9.0,62.80500016001074,1
24.9,20.3,40.3,0.0,4.8,0.0,0.0,7.9,1.2,0
31.61678786156921,26.445255408795603,88.49361253135932,19.887225062718628,100.0,88.07071236330586,0.0,18.4,91.96113205984508,1
26.3,19.7,38.3,0.0,0.0,0.0,0.0,11.2,12.3,0
25.3,17.1,38.3,0.0,4.8,0.0,0.0,12.2,0.0,0
21.561874990821963,19.052106841367717,83.29552418703494,26.878568523813637,81.95658265433278,39.97257460912014,0.0,32.38209674813976,81.68114915950082,1
27.2,20.4,81.2,0.0,0.0,0.0,0.0,9.0,38.3,0
26.8,19.9,38.9,0.0,0.0,0.0,0.0,11.9,8.7,0
26.7,25.0,65.0,0.0,19.0,0.0,0.0924258289703316,17.3,6.7,0
26.7,20.7,48.8,0.0,0.0,0.0,0.0,9.4,0.0,0
29.6,24.8,84.7,2.5,47.6,41.67,0.0,17.6,73.0,0
25.3,20.0,45.9,0.0,0.0,0.0,0.0,10.4,33.9,0
28.033737657973067,25.777103903378226,85.15784672851403,14.826459814457888,100.0,93.97827551514061,0.025611557980647057,23.890371412567905,82.72050775074412,1
29.792025967183857,26.03864935521076,84.03539386489089,8.868917741315396,100.0,56.40508478515726,0.0,19.647844196896852,70.77851951929146,1
26.1,25.2,54.5,0.0,19.0,0.0,0.0924258289703316,27.7,56.3,0
28.4,23.2,49.3,0.0,0.0,0.0,0.0,11.2,94.7,0
27.4,23.1,66.5,0.3,23.8,4.17,0.0,11.2,54.9,0
28.2,25.2,84.5,6.4,100.0,50.0,0.0,11.9,91.6,0
29.0,22.1,51.2,0.0,0.0,0.0,0.0,9.4,0.0,0
29.1,25.3,72.4,0.0,0.0,0.0,0.0,13.7,48.3,0
29.6,25.1,84.6,4.9,85.7,54.17,0.0,15.5,76.5,1
30.7,25.0,38.9,0.0,0.0,0.0,0.0,24.5,8.1,0
27.7,22.2,45.1,0.0,9.5,0.0,0.0,12.6,1.9,0
29.5,23.6,48.6,0.0,0.0,0.0,0.0,6.1,11.5,0
30.9,26.0,54.8,0.4,9.5,12.5,0.0,20.2,46.5,0
29.6,24.1,62.8,0.0,33.3,0.0,0.0,13.3,72.3,0
28.5,24.5,38.2,0.0,9.5,0.0,0.0,13.7,0.1,0
28.2,20.1,46.0,0.0,0.0,0.0,0.0,11.2,0.0,0
27.6,21.0,80.5,0.0,19.0,0.0,0.0,10.8,15.2,0
29.8,25.7,57.4,0.0,0.0,0.0,0.0,20.2,17.3,0
-5.7,-11.9,46.2,0.1,9.5,4.17,19.4,19.9,2.8,0
31.1,25.8,44.6,0.0,0.0,0.0,0.0,13.3,0.1,0
23.800499592519675,20.171478640337916,69.05339646153217,8.407792108103685,61.70099918503935,25.345349330962957,0.0,26.076772785843218,94.86518530979326,1
28.3,22.7,58.6,0.0,4.8,0.0,0.0,19.8,98.3,0
22.9,21.1,37.0,0.0,4.8,0.0,0.0,13.3,61.5,0
28.5,23.7,60.0,0.1,19.0,4.17,0.0,13.3,54.7,0
25.1,20.1,73.3,0.0,0.0,0.0,0.0,10.8,94.7,0
29.5,23.0,33.8,0.0,19.0,0.0,0.0,17.6,53.8,0
34.4,26.1,13.5,0.0,0.0,0.0,0.0,15.5,0.0,0
29.6,24.5,66.8,0.0,33.3,0.0,0.0,13.0,45.7,0
25.8,19.5,36.0,0.0,0.0,0.0,0.0,11.5,45.7,0
27.6,21.1,21.7,0.0,0.0,0.0,0.0,11.2,0.0,0
30.2,24.5,39.2,0.0,4.8,0.0,0.0,22.3,0.0,0
-3.5554002787336465,-4.752898811157555,93.36418476677179,8.322513208184823,59.45704835610316,47.1521675591776,12.993716979537945,10.127089448233713,93.78126834470115,1
28.131931254651345,24.069488224552906,81.53755696990156,12.46244303009844,24.22818077781787,33.33,0.0,9.356817314848225,18.097669002370775,1
30.5,24.5,55.9,0.0,9.5,0.0,0.0,13.3,12.0,0
29.9,26.7,79.3,8.5,81.0,75.0,0.0,13.3,60.2,1
26.1,18.7,26.7,0.0,0.0,0.0,0.0,10.4,25.4,0
26.3,20.2,39.1,0.0,0.0,0.0,0.0,11.5,2.1,0
29.2,24.6,73.8,5.4,71.4,41.67,0.0,18.7,85.6,0
26.5,19.0,35.0,0.0,0.0,0.0,0.0,10.8,0.7,0
30.0,26.9,81.7,12.1,100.0,83.33,0.0924258289703316,26.6,66.8,1
28.1,21.7,36.2,0.0,0.0,0.0,0.0,10.4,0.0,0
28.4,25.0,86.3,6.8,52.4,16.67,0.0,18.4,70.7,0
31.4,25.7,75.7,1.1,28.6,12.5,0.0,9.7,72.1,0
25.1,20.3,39.5,0.2,23.8,8.33,0.0,28.1,55.9,0
28.0,21.6,78.9,8.1,33.3,25.0,0.0,28.1,69.2,1
26.9,21.3,53.7,0.0,0.0,0.0,0.0,8.3,77.6,0
31.3,23.7,72.7,0.4,23.8,8.33,0.0,12.6,17.2,0
27.67277992725886,24.583520537728017,85.7148122093832,8.050368546568242,97.34222534874016,76.86105827171801,0.0,16.31907687491306,97.51574236913551,1
26.4,18.0,19.9,0.0,0.0,0.0,0.0,17.6,0.0,0
29.758970503967724,24.01076460476127,89.44581376481506,12.742225563227974,100.0,73.94503099948487,0.0,14.366146907141902,92.89282359682582,1
31.4,25.8,83.1,1.0,61.9,12.5,0.0,13.0,17.5,0
27.5,20.9,34.2,0.0,0.0,0.0,0.0,15.8,0.0,0
26.2,19.9,27.8,0.0,9.5,0.0,0.0,10.1,0.0,0
26.995122951181234,24.34268442677185,81.66067110669296,19.955794057874197,31.258076330905123,33.33,0.04015457187451807,8.29588370885821,54.78841188425161,1
28.1,21.6,26.2,0.0,0.0,0.0,0.0,10.8,4.3,0
29.6,25.5,76.9,0.0,38.1,0.0,0.0,14.0,65.2,0
23.3352269280641,19.134658849644868,90.17765153812907,5.374904814757476,100.0,71.06298271500455,0.0,8.84583308058034,91.51732942482244,1
28.3,27.2,76.0,10.6,66.7,29.17,0.0924258289703316,13.3,43.2,1
31.8,26.6,46.2,0.0,4.8,0.0,0.0,10.7,10.1,0
29.98999530007049,25.703334899976504,88.57540511267328,25.88457608760867,100.0,87.55210781213287,0.00038528861857684005,13.038768212226852,81.08957843757342,1
29.6,22.8,47.1,0.0,0.0,0.0,0.0,12.2,1.3,0
28.5,26.7,76.1,1.6,90.5,29.17,0.0924258289703316,26.3,74.2,0
28.0,24.6,77.5,4.4,33.3,8.33,0.0,10.8,73.8,0
26.5,20.0,53.2,1.5,19.0,12.5,0.0,29.2,91.2,0
27.1,20.3,32.3,0.0,0.0,0.0,0.0,13.0,0.4,0
26.1,19.9,37.9,0.0,0.0,0.0,0.0,14.0,9.2,0
26.4,20.5,41.2,0.0,4.8,0.0,0.0,10.1,7.0,0
-5.6,-11.7,54.2,0.1,14.3,4.17,19.8,17.6,25.9,0
28.93164775529964,25.938988653179784,85.51468179576028,13.09747163294946,100.0,91.67,0.0,20.036948692672194,92.49445485935597,1
26.5,19.8,73.1,0.0,4.8,0.0,0.0,9.0,1.6,0
30.7,22.8,57.7,0.0,14.3,0.0,0.0,8.3,31.3,0
28.7,23.8,76.6,4.5,66.7,12.5,0.0,10.4,31.7,0
25.5,19.6,29.8,0.0,14.3,0.0,0.0,15.5,11.6,0
23.8,20.7,28.7,0.0,4.8,0.0,0.0,9.4,99.4,0
30.7,26.2,62.0,1.1,14.3,20.83,0.0,23.8,94.3,0
28.7,22.8,31.3,0.0,0.0,0.0,0.0,6.8,0.0,0
26.6,20.3,32.8,0.0,4.8,0.0,0.0,10.4,0.1,0
24.1,18.6,84.2,0.8,61.9,25.0,0.0,12.2,44.7,0
28.542202757099595,26.17533026988934,80.70713670312173,25.399296382073416,90.5,96.56112722543854,0.016205045538114082,23.700703617926585,95.02986789204427,1
31.3,25.9,80.4,8.1,52.4,16.67,0.0,9.0,78.1,1
26.5,22.6,71.0,1.6,19.0,20.83,0.0,15.4,56.9,0
29.9,23.4,38.5,0.0,9.5,0.0,0.0,16.2,2.9,0
30.2,25.7,71.1,0.3,47.6,8.33,0.0,9.7,49.4,0
26.4,21.1,52.7,0.0,4.8,0.0,0.0,22.0,0.0,0
29.2,25.0,86.1,1.5,66.7,33.33,0.0,19.1,78.6,0
28.4,21.8,33.3,0.0,0.0,0.0,0.0,11.9,0.0,0
25.3,17.9,34.4,0.0,0.0,0.0,0.0,10.1,18.3,0
28.6,22.6,65.0,0.0,4.8,0.0,0.0,9.7,8.5,0
30.5,26.1,52.9,1.3,9.5,8.33,0.0,12.2,56.5,0
28.0,21.8,38.8,0.0,0.0,0.0,0.0,10.8,99.8,0
27.6,24.3,45.2,0.0,4.8,0.0,0.0,13.7,38.6,0
29.788319801031154,25.581021477240355,80.29780906241098,12.443064431721066,31.172997642425823,33.33,0.0,11.412405709992576,21.189045312054887,1
31.9,26.0,85.3,4.5,81.0,41.67,0.0,11.2,81.0,0
30.1,24.4,66.8,0.0,28.6,0.0,0.0,13.3,15.2,0
30.9,24.4,59.9,0.0,19.0,0.0,0.0,13.7,8.4,0
30.5,26.8,62.6,0.0,9.5,0.0,0.0924258289703316,20.2,3.2,0
30.9,27.2,60.7,0.0,0.0,0.0,0.0924258289703316,18.0,45.3,0
29.987125160170034,25.84850064068014,85.91375480510106,8.623630926291318,99.3820076881617,57.79440666307348,0.0,17.936505766121282,68.57001281360284,1
29.036196236107603,25.299795399687074,81.67280167284106,13.381185780850954,100.0,54.548568698773536,0.0,14.436400836420532,49.164724465300566,1
30.8,28.1,72.9,2.1,66.7,25.0,0.0924258289703316,25.2,96.7,0
29.8,23.8,46.3,0.0,4.8,0.0,0.0,10.4,0.6,0
30.8,24.9,49.5,0.0,0.0,0.0,0.0,13.0,24.0,0
26.8,20.6,73.4,0.0,14.3,0.0,0.0,14.8,19.1,0
30.5,25.3,66.4,0.4,38.1,12.5,0.0,16.6,31.5,0
31.9,23.6,42.4,0.0,23.8,0.0,0.0,9.0,14.3,0
29.24841388542966,25.679723995245077,83.10606967055375,10.05310353220878,70.72938051058556,33.33,0.004334444911383957,9.201654811502246,43.884551035888,1
28.6,23.7,71.7,0.0,38.1,0.0,0.0,14.0,62.7,0
32.3,25.3,65.0,0.0,0.0,0.0,0.0,10.1,0.0,0
27.8,22.9,79.7,1.0,4.8,16.67,0.0,19.4,85.7,0
27.4,23.3,82.8,10.3,100.0,54.17,0.0,13.9,67.6,1
27.9,25.7,82.0,21.2,28.6,33.33,0.0924258289703316,7.9,52.3,1
22.110663062681567,18.170275442748245,93.08335937275544,19.023100959466564,33.61793269368896,33.33,0.0,6.380775239866641,71.37802784141466,1
30.7,24.9,47.0,0.0,0.0,0.0,0.0,18.7,16.1,0
30.7,24.8,71.8,0.1,9.5,4.17,0.0,22.3,63.5,0
31.3,25.7,81.5,2.2,33.3,12.5,0.0,11.5,32.8,0
27.7,21.0,38.7,4.4,33.3,33.33,0.0,15.5,97.2,0
31.7,27.3,72.8,0.6,47.6,20.83,0.0,18.0,40.7,0
23.9,20.1,28.8,0.0,0.0,0.0,0.0,10.1,100.0,0
27.0,21.1,47.3,0.0,4.8,0.0,0.0,11.9,0.0,0
31.9,26.7,53.0,0.0,23.8,0.0,0.0,13.7,33.7,0
30.8,26.0,55.3,0.7,14.3,8.33,0.0,14.4,15.5,0
30.8,25.7,40.1,0.0,0.0,0.0,0.0,7.9,92.4,0
29.8,26.4,81.5,3.4,100.0,41.67,0.0,14.8,77.3,0
29.1,23.7,41.9,0.0,0.0,0.0,0.0,12.2,20.6,0
27.9,22.8,84.4,94.6,100.0,45.83,0.0,33.1,57.9,1
28.4,21.3,46.3,0.0,0.0,0.0,0.0,11.2,0.2,0
21.6,18.9,52.6,2.3,23.8,20.83,0.0,23.4,89.9,0
27.7,23.3,77.3,5.2,66.7,12.5,0.0,8.6,29.3,0
28.4,26.9,78.6,4.0,66.7,50.0,0.0924258289703316,29.2,42.1,0
26.5,20.5,21.6,0.0,0.0,0.0,0.0,9.0,0.0,0
28.966480631993047,24.19085835417992,79.37008595128727,9.10360531929422,28.45373366687875,29.296764155371754,0.0,9.0,20.50553632652586,1
29.8,23.4,37.8,0.0,19.0,0.0,0.0,15.8,30.6,0
32.9,26.0,51.5,0.0,9.5,0.0,0.0,17.3,6.9,0
28.5,23.7,68.5,0.7,52.4,20.83,0.0,21.2,96.8,0
29.2,22.0,41.5,0.0,14.3,0.0,0.0,10.4,21.6,0
16.382446283515556,15.266458476219853,96.37774258149912,15.376490451593149,37.94952933107585,33.33,0.0,4.321943639218105,99.91849505433275,1
30.9,26.7,67.8,0.0,38.1,0.0,0.0,14.4,26.5,0
26.7,19.7,29.8,0.0,4.8,0.0,0.0,14.4,0.0,0
31.7,25.9,61.6,0.0,0.0,0.0,0.0,11.9,0.2,0
16.7,9.9,37.0,0.0,0.0,0.0,0.0,9.1,0.0,0
26.3,19.0,36.5,0.0,4.8,0.0,0.0,9.4,0.0,0
29.9,24.4,58.6,0.0,4.8,0.0,0.0,14.4,43.1,0
27.9,22.8,44.6,1.3,33.3,20.83,0.0,19.8,60.4,0
29.0,23.1,43.1,0.0,0.0,0.0,0.0,15.1,99.3,0
24.0,18.8,44.1,0.0,4.8,0.0,0.0,14.4,13.8,0
29.0,25.0,87.63309936801411,24.56549684007061,100.0,87.15493908845278,0.0,13.0,92.85792389402471,1
29.0,22.4,62.3,0.0,0.0,0.0,0.0,14.8,0.0,0
26.9,19.4,38.6,0.0,0.0,0.0,0.0,9.7,44.3,0
28.9571473025205,25.099968882356492,88.54275934454897,18.4428526974795,100.0,80.95267221514716,0.03960696088157528,12.22865144536902,90.67172196635308,1
28.4,21.9,37.2,0.0,9.5,0.0,0.0,11.5,2.8,0
29.5,23.2,36.9,0.0,0.0,0.0,0.0,13.3,0.0,0
31.1,25.9,67.6,1.0,23.8,8.33,0.0,11.5,15.2,0
26.1,20.0,34.1,0.0,0.0,0.0,0.0,13.7,7.2,0
27.995815394663083,24.640933355103346,80.93814361821207,10.594420526217444,30.91722059152748,31.22098673633071,0.0,11.362769080053756,71.1074048703142,1
28.1,21.9,43.2,0.0,0.0,0.0,0.0,6.5,0.0,0
25.8,18.2,34.4,0.0,0.0,0.0,0.0,8.3,21.9,0
29.86301943633943,26.40686997082196,81.86437667639268,11.305512730768712,100.0,82.19032171034408,0.06710474467202925,23.449447035806962,66.85479222546422,1
29.8,23.0,44.8,0.0,19.0,0.0,0.0,15.1,52.1,0
22.6,17.1,64.6,0.0,0.0,0.0,0.0,9.4,29.0,0
27.9,26.2,64.1,0.0,23.8,0.0,0.0924258289703316,15.8,17.8,0
33.2,25.1,69.9,0.8,71.4,20.83,0.0,7.6,44.7,0
31.6,26.0,55.2,0.7,19.0,8.33,0.0,7.6,45.8,0
30.8,25.6,68.7,3.9,76.2,58.33,0.0,20.5,99.0,1
27.2,19.7,33.9,0.0,0.0,0.0,0.0,9.4,11.9,0
26.5,19.5,29.6,0.0,4.8,0.0,0.0,15.5,0.0,0
25.9,19.0,24.1,0.0,0.0,0.0,0.0,15.5,0.0,0
28.086723642634595,25.73361821317298,84.97527075545239,10.27430192478814,68.29962977581317,36.04011383233114,0.02003876140457343,19.95797723353377,65.83849001724514,1
30.0,25.4,68.7,1.0,19.0,20.83,0.0,14.8,88.5,0
28.0,24.7,55.9,0.0,19.0,0.0,0.0,11.4,63.8,0
27.0,19.8,48.3,0.0,0.0,0.0,0.0,10.8,1.2,0
27.6,20.8,37.2,0.0,14.3,0.0,0.0,16.9,28.2,0
29.5,22.8,32.2,0.0,9.5,0.0,0.0,15.8,61.6,0
27.8,22.1,67.1,0.0,4.8,0.0,0.0,15.5,1.0,0
26.8,19.7,37.4,0.0,0.0,0.0,0.0,6.8,2.5,0
6.684003873648445,5.053115737968975,91.48532881407682,13.153336561373703,28.20121452872601,43.58900009556904,1.4157753029468272,8.799447941488179,94.46221791816839,1
29.7,25.6,20.0,0.0,4.8,0.0,0.0,16.9,0.1,0
27.791714113542646,24.537571170313967,79.85157076858015,17.6077165239456,29.318427222750728,33.33,0.0,11.120430034887509,62.8764284279522,1
26.3,18.8,33.8,0.0,9.5,0.0,0.0,10.8,0.0,0
26.9,19.6,29.4,0.0,0.0,0.0,0.0,8.3,21.0,0
26.6,19.8,40.2,0.0,4.8,0.0,0.0,8.6,0.0,0
27.8,24.3,70.9,0.2,38.1,4.17,0.0,8.3,93.9,0
24.5,19.1,53.1,0.0,9.5,0.0,0.0,24.1,65.2,0
31.719993210740533,26.142213547057345,88.93777626905344,21.70890850230513,100.0,87.5,0.0,17.279972842962124,91.5244474618931,1
26.2,19.5,24.2,0.0,0.0,0.0,0.0,10.8,0.0,0
30.1,26.3,55.8,0.0,14.3,0.0,0.0,16.9,77.8,0
28.7,25.2,57.9,0.0,19.0,0.0,0.0924258289703316,13.0,6.3,0
28.9,24.6,60.7,0.1,14.3,4.17,0.0,15.5,53.6,0
29.86865093865948,26.596081367332438,77.8451391426541,4.4489080413674555,100.0,54.006593017762555,0.0,21.013640347359374,79.21582426462447,1
31.8,25.6,41.4,0.0,9.5,0.0,0.0,16.6,0.4,0
15.2,14.2,98.8,7.3,28.6,25.0,0.0,6.8,79.0,0
26.6,20.6,34.0,0.0,14.3,0.0,0.0,13.7,16.7,0
26.4,20.3,36.1,0.0,0.0,0.0,0.0,10.4,0.0,0
30.3,25.0,42.5,0.0,9.5,0.0,0.0,10.8,78.5,0
31.3,25.9,80.4,8.1,52.4,16.67,0.0,9.0,78.1,1
27.1,20.3,40.8,0.0,0.0,0.0,0.0,6.8,0.0,0
28.3,25.2,85.1,10.2,90.5,58.33,0.0,10.4,73.8,1
26.9,24.2,78.7,0.9,19.0,29.17,0.0,16.6,88.7,0
27.2,20.0,32.7,0.0,0.0,0.0,0.0,9.0,0.0,0
26.8,19.8,26.0,0.0,4.8,0.0,0.0,10.1,0.4,0
29.1,24.2,77.2,2.5,52.4,8.33,0.0,7.2,39.2,0
31.8,25.5,59.6,0.0,0.0,0.0,0.0,12.2,35.7,0
28.6,22.4,45.4,0.0,14.3,0.0,0.0,13.3,22.6,0
27.279018978596625,24.008855475029396,86.80163503567229,8.92377372324578,90.5,54.790599125801634,0.0,7.677383942924332,77.11818831956097,1
29.4,25.1,66.9,14.1,52.4,79.17,0.0,16.6,55.5,1
26.6,19.4,24.0,0.0,0.0,0.0,0.0,18.0,0.0,0
26.6,20.0,29.2,0.0,4.8,0.0,0.0,15.1,0.2,0
28.5,21.8,53.3,0.0,14.3,0.0,0.0,11.2,60.1,0
29.1,22.6,41.2,0.0,0.0,0.0,0.0,15.5,0.2,0
29.8,23.5,41.8,0.0,4.8,0.0,0.0,13.0,0.2,0
30.1,21.6,47.5,0.0,19.0,0.0,0.0,12.2,57.2,0
28.6,21.1,43.2,0.0,4.8,0.0,0.0,10.4,0.6,0
25.8,19.0,33.1,0.0,0.0,0.0,0.0,8.3,1.9,0
29.8,24.1,46.2,0.0,0.0,0.0,0.0,17.3,16.6,0
29.2,24.5,57.8,0.1,19.0,4.17,0.0,11.2,53.6,0
28.2,21.3,40.8,0.0,0.0,0.0,0.0,11.9,0.0,0
25.9,20.1,42.8,0.0,0.0,0.0,0.0,9.0,0.0,0
28.3,22.1,41.8,0.0,0.0,0.0,0.0,11.9,0.0,0
25.3,18.6,89.2,10.4,100.0,45.83,0.0,6.8,85.8,1
33.1,26.8,48.6,0.0,4.8,0.0,0.0,11.9,15.4,0
28.580156025010417,25.71973252855357,86.82028976073363,22.780601810754465,100.0,90.00107053672366,0.055434896323730484,13.0,95.73890782492708,1
27.3,19.8,24.3,0.0,0.0,0.0,0.0,9.4,44.0,0
27.3,20.4,52.0,0.0,9.5,0.0,0.0,17.6,0.0,0
29.09209313205985,25.792093132059854,86.41937911960099,11.111472251660835,100.0,58.33,0.0,16.57550329568079,81.2877516478404,1
28.9,23.4,40.1,0.0,4.8,0.0,0.0,10.1,0.2,0
29.9,24.7,74.3,0.1,19.0,4.17,0.0,20.9,72.5,0
28.6,22.8,66.8,0.1,4.8,4.17,0.0,16.9,0.8,0
25.7,19.8,41.9,0.0,0.0,0.0,0.0,11.5,0.0,0
19.8,18.0,97.2,6.0,81.0,58.33,0.0,10.1,98.8,1
